"gene_id","gene_name","n_isoforms","n_switching_isoforms","n_novel_isoforms","min_isoform_switch_q","min_gene_switch_q","max_abs_dif_all_isoforms","max_abs_dif_switching","novel_involved"
"XLOC_001078","GBP1P1",6,0,4,0.598130450759466,0.598130450759466,0.2038,,FALSE
"XLOC_001081","LRRC8C",11,0,2,0.000367842140878808,0.000367842140878808,0.0653333333333333,,FALSE
"XLOC_001105","RPAP2",11,0,9,0.0357781837614238,0.0357781837614238,0.111533333333333,,FALSE
"XLOC_001108","RPL5",15,0,8,0.732852432882631,0.732852432882631,0.0240333333333334,,FALSE
"XLOC_001116","MTF2",19,0,9,0.451198227232838,0.451198227232838,0.121266666666667,,FALSE
"XLOC_001117","CCDC18",17,0,5,0.845707163510667,0.845707163510667,0.0699333333333333,,FALSE
"XLOC_001118","DR1",4,0,2,0.744522999291864,0.744522999291864,0.0163666666666667,,FALSE
"XLOC_001129","ABCD3",13,0,9,0.440003463125922,0.440003463125922,0.102933333333333,,FALSE
"XLOC_001134","RWDD3",15,0,12,0.114072006695462,0.114072006695462,0.127133333333333,,FALSE
"XLOC_001145","PTBP2",12,0,2,0.706076729718948,0.706076729718948,0.258966666666667,,FALSE
"XLOC_001163","AGL",6,0,1,0.716060720861883,0.716060720861883,0.1566,,FALSE
"XLOC_001164","SLC35A3",37,0,13,0.386392242300193,0.386392242300193,0.0355666666666667,,FALSE
"XLOC_001167","TRMT13",12,0,7,0.0158921279991673,0.0158921279991673,0.216133333333333,,FALSE
"XLOC_001172","RTCA",11,0,8,0.850720133843074,0.850720133843074,0.0703,,FALSE
"XLOC_001180","SLC30A7",25,0,7,0.848830933909187,0.848830933909187,0.0843666666666667,,FALSE
"XLOC_001193","RNPC3",31,0,18,0.0143350576126454,0.0143350576126454,0.114833333333333,,FALSE
"XLOC_001211","VAV3-AS1",14,0,7,0.705499030587363,0.705499030587363,0.1418,,FALSE
"XLOC_001221","PRPF38B",8,0,4,0.819498687589034,0.819498687589034,0.1708,,FALSE
"XLOC_001223","STXBP3",15,0,13,0.615430025649138,0.615430025649138,0.0856,,FALSE
"XLOC_001225","GPSM2",18,0,3,0.467663502707699,0.467663502707699,0.1487,,FALSE
"XLOC_001229","TMEM167B",6,0,4,0.291033718612518,0.291033718612518,0.1034,,FALSE
"XLOC_001232","SARS1",20,0,17,0.0677813339116106,0.0677813339116106,0.0833,,FALSE
"XLOC_001235","ATXN7L2",7,0,0,0.0352451816610854,0.0352451816610854,0.320733333333333,,FALSE
"XLOC_001238","GNAI3",7,0,6,0.627310155486385,0.627310155486385,0.056,,FALSE
"XLOC_001239","AMPD2",46,0,5,0.00882330506443652,0.00882330506443652,0.0682,,FALSE
"XLOC_001241","GSTM4",33,0,9,0.00123308111717914,0.00123308111717914,0.0171,,FALSE
"XLOC_001245","CSF1",12,0,3,0.185954656781813,0.185954656781813,0.0286666666666667,,FALSE
"XLOC_001247","STRIP1",15,0,6,0.483681278794905,0.483681278794905,0.0699333333333333,,FALSE
"XLOC_001252","KCNC4",7,0,0,0.965674046979597,0.965674046979597,0.139866666666667,,FALSE
"XLOC_001263","CD53",23,0,19,0.913030977232709,0.913030977232709,0.0459333333333334,,FALSE
"XLOC_001266","CEPT1",16,0,12,0.853947854311984,0.853947854311984,0.0436,,FALSE
"XLOC_001267","CHI3L2",11,0,1,0.714031978722289,0.714031978722289,0.406933333333333,,FALSE
"XLOC_001276","ATP5PB",29,0,23,0.00338404637148127,0.00338404637148127,0.0207333333333333,,FALSE
"XLOC_001280","DDX20",13,0,3,0.226258042378669,0.226258042378669,0.1381,,FALSE
"XLOC_001285","CTTNBP2NL",7,0,4,0.480659738694306,0.480659738694306,0.1106,,FALSE
"XLOC_001287","CAPZA1",24,0,21,2.52839504283474e-07,2.52839504283474e-07,0.0331333333333333,,FALSE
"XLOC_001288","MOV10",37,0,16,0.0393483300687281,0.0393483300687281,0.0912333333333334,,FALSE
"XLOC_001295","LRIG2",8,0,4,0.0143350576126454,0.0143350576126454,0.2593,,FALSE
"XLOC_001302","HIPK1",10,0,3,0.0146779203473449,0.0146779203473449,0.189,,FALSE
"XLOC_001324","SLC22A15",7,0,4,0.0936560545102251,0.0936560545102251,0.0969333333333333,,FALSE
"XLOC_001328","ATP1A1",23,0,15,1.84428313230382e-13,1.84428313230382e-13,0.0643,,FALSE
