"gene_id","gene_name","n_isoforms","n_switching_isoforms","n_switching_up","n_switching_down","max_abs_dif_switching","min_isoform_switch_q","min_gene_switch_q","has_opposing_direction_switches","has_multi_isoform_opposing_switch","rank","dataset_key","dataset_label","isoform_q_cutoff","gene_q_cutoff","min_abs_dif_cutoff"
"XLOC_010685","RHNO1",6,2,1,1,0.3792,1.713927039094e-16,1.713927039094e-16,TRUE,TRUE,11,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_030435","PRKD3",9,2,1,1,0.378733333333333,9.48675982274872e-19,9.48675982274872e-19,TRUE,TRUE,12,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_019460","UBFD1",9,2,1,1,0.354966666666667,6.06325549364082e-08,6.06325549364082e-08,TRUE,TRUE,13,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_052144","DSCC1",4,2,1,1,0.3539,0.000104331830230862,0.000104331830230862,TRUE,TRUE,14,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_030175","CMPK2",8,2,1,1,0.336866666666667,3.08433167440712e-14,3.08433167440712e-14,TRUE,TRUE,15,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_049326","SRI",6,2,1,1,0.322633333333333,0.00746415221242411,0.00746415221242411,TRUE,TRUE,16,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_047183","CCZ1",4,2,1,1,0.3038,0.0101729795617068,0.0101729795617068,TRUE,TRUE,17,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_021883","TNFAIP1",3,2,1,1,0.298666666666667,2.07103687975935e-05,2.07103687975935e-05,TRUE,TRUE,18,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_021533","KIF1C",3,2,1,1,0.292433333333333,1.08379468404411e-17,1.08379468404411e-17,TRUE,TRUE,19,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_041549","WDR70",7,2,1,1,0.278766666666667,2.60096011288964e-06,2.60096011288964e-06,TRUE,TRUE,20,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_045562","SYTL3",14,2,1,1,0.274566666666667,0.000104331830230862,0.000104331830230862,TRUE,TRUE,21,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_007403","C10orf88",3,2,1,1,0.2727,0.00126575290612049,0.00126575290612049,TRUE,TRUE,22,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_047195","ZNF316",3,2,1,1,0.2695,0.00053430467651484,0.00053430467651484,TRUE,TRUE,23,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_029077","MERTK",12,2,1,1,0.263466666666667,0.000303988016188222,0.000303988016188222,TRUE,TRUE,24,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_026932","SEMA6B",2,2,1,1,0.2586,1.93572303677347e-05,1.93572303677347e-05,TRUE,TRUE,25,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_032814","TBC1D20",7,2,1,1,0.2563,4.22475991072443e-07,4.22475991072443e-07,TRUE,TRUE,26,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_043301","TBCA",3,2,1,1,0.255933333333333,4.04054839028906e-06,4.04054839028906e-06,TRUE,TRUE,27,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_007201","EXOSC1",7,2,1,1,0.252366666666667,5.87021877230894e-10,5.87021877230894e-10,TRUE,TRUE,28,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_006326","DOCK1",8,2,1,1,0.250266666666667,0.00194540795414454,0.00194540795414454,TRUE,TRUE,29,"H_HT","H_HT_supplementary",0.05,0.05,0
"XLOC_043432","TTC37",11,2,1,1,0.248933333333333,4.42294636936337e-09,4.42294636936337e-09,TRUE,TRUE,30,"H_HT","H_HT_supplementary",0.05,0.05,0
