"rank","gene_name","dif_rank","lfc_rank","visibility","called_in","annotation_robust","cross_genotype_support","dif_anchor","dif_reannot","dif_cross","lfc_anchor","lfc_reannot","expr_anchor","n_iso_anchor","switches_anchor","switches_reannot","testable_reannot","switches_cross","testable_cross"
117,"C5orf51",0.164933333333333,-0.193405681207888,"cryptic (DE would miss it)","T_HT only",FALSE,"tested in H_HT, not switching",0.164933333333333,,,-0.193405681207888,0.298557676418079,29.9453802596217,1,TRUE,FALSE,TRUE,FALSE,TRUE
118,"PCSK7",0.164566666666667,-0.100728027433389,"cryptic (DE would miss it)","both annotations",TRUE,"tested in H_HT, not switching",0.164566666666667,0.1571,,-0.100728027433389,-0.0238136588460152,33.9368763709317,1,TRUE,TRUE,TRUE,FALSE,TRUE
119,"SLC6A8",0.164566666666667,0.327093525660864,"also changes expression","T_HT only",FALSE,"tested in H_HT, not switching",0.164566666666667,,,0.327093525660864,0.47727109089779,32.3475176668324,2,TRUE,FALSE,TRUE,FALSE,TRUE
120,"USP18",0.164,3.96258768609617,"also changes expression","both annotations",TRUE,"also switches in H_HT",0.164,0.165566666666667,0.173066666666667,3.96258768609617,4.06879049162898,110.244478678528,1,TRUE,TRUE,TRUE,TRUE,TRUE
121,"BPNT2",0.163866666666667,0.445263357034105,"also changes expression","T_UT only",FALSE,"not testable in H_HT",,0.163866666666667,,0.169531490816911,0.445263357034105,,,FALSE,TRUE,TRUE,FALSE,FALSE
122,"HLA-DMB",0.1637,-0.336604886486514,"also changes expression","both annotations",TRUE,"tested in H_HT, not switching",0.1637,0.1825,,-0.336604886486514,-0.272359236696343,15.875849035473,1,TRUE,TRUE,TRUE,FALSE,TRUE
123,"R3HCC1L",0.162866666666667,-0.113633661148789,"cryptic (DE would miss it)","T_UT only",FALSE,"tested in H_HT, not switching",,0.162866666666667,,,-0.113633661148789,,,FALSE,TRUE,TRUE,FALSE,TRUE
124,"CCSER2",0.1628,0.899783836248806,"also changes expression","T_UT only",FALSE,"tested in H_HT, not switching",,0.1628,,,0.899783836248806,,,FALSE,TRUE,TRUE,FALSE,TRUE
125,"ZDHHC21",0.162666666666667,0.00805187424735245,"cryptic (DE would miss it)","T_UT only",FALSE,"not testable in H_HT",,0.162666666666667,,,0.00805187424735245,,,FALSE,TRUE,TRUE,FALSE,FALSE
126,"CNOT6L",0.1623,0.38873757456649,"also changes expression","both annotations",TRUE,"tested in H_HT, not switching",0.1623,0.165766666666667,,0.38873757456649,0.469405723705407,35.3367228076616,1,TRUE,TRUE,TRUE,FALSE,TRUE
127,"SOCS4",0.162233333333333,0.0152378237186601,"cryptic (DE would miss it)","both annotations",TRUE,"tested in H_HT, not switching",0.162233333333333,0.1795,,0.0152378237186601,0.04397221202631,13.6726498102496,1,TRUE,TRUE,TRUE,FALSE,TRUE
128,"GALM",0.161966666666667,-1.18381015012585,"also changes expression","T_UT only",FALSE,"tested in H_HT, not switching",,0.161966666666667,,-1.41202159450529,-1.18381015012585,,,FALSE,TRUE,TRUE,FALSE,TRUE
129,"ARFGAP3",0.161266666666667,-0.3927613359258,"also changes expression","both annotations",TRUE,"tested in H_HT, not switching",0.161266666666667,0.151133333333333,,-0.3927613359258,-0.330839045519655,319.397225136068,1,TRUE,TRUE,TRUE,FALSE,TRUE
130,"PPAN-P2RY11",0.1608,-0.288956492110771,"also changes expression","both annotations",TRUE,"tested in H_HT, not switching",0.1608,0.1599,,-0.288956492110771,-0.217762885997118,134.893134793457,1,TRUE,TRUE,TRUE,FALSE,TRUE
131,"FSD1L",0.1601,2.91807387054524,"also changes expression","both annotations",TRUE,"tested in H_HT, not switching",0.1601,0.1978,,2.91807387054524,3.01764946280405,23.1669086544309,1,TRUE,TRUE,TRUE,FALSE,TRUE
132,"ITSN1",0.159733333333333,-0.172867485182651,"cryptic (DE would miss it)","T_UT only",FALSE,"not testable in H_HT",,0.159733333333333,,,-0.172867485182651,,,FALSE,TRUE,TRUE,FALSE,FALSE
133,"PEX26",0.159133333333333,-0.490031057450882,"also changes expression","both annotations",TRUE,"not testable in H_HT",0.159133333333333,0.155066666666667,,-0.490031057450882,-0.413586492509766,29.8627345830177,2,TRUE,TRUE,TRUE,FALSE,FALSE
134,"RPS6KA3",0.158866666666667,0.816599665001027,"also changes expression","both annotations",TRUE,"tested in H_HT, not switching",0.158866666666667,0.164733333333333,,0.816599665001027,0.91630345196823,102.597797718504,1,TRUE,TRUE,TRUE,FALSE,TRUE
135,"RHOT1",0.157933333333333,-0.563177685253371,"also changes expression","T_UT only",FALSE,"tested in H_HT, not switching",,0.157933333333333,,-0.638308006325834,-0.563177685253371,,,FALSE,TRUE,TRUE,FALSE,TRUE
136,"FUT7",0.157766666666667,-0.550197386636804,"also changes expression","both annotations",TRUE,"not testable in H_HT",0.157766666666667,0.157266666666667,,-0.550197386636804,-0.476867717488985,164.293274572203,1,TRUE,TRUE,TRUE,FALSE,FALSE
137,"BISPR",0.1566,-0.323819763946207,"also changes expression","both annotations",TRUE,"tested in H_HT, not switching",0.1566,0.1539,,-0.323819763946207,-0.240931901929227,50.8990498970113,1,TRUE,TRUE,TRUE,FALSE,TRUE
138,"SLC9A7",0.156333333333333,0.410339110981398,"also changes expression","T_UT only",FALSE,"not testable in H_HT",,0.156333333333333,,0.361010254530256,0.410339110981398,,,FALSE,TRUE,TRUE,FALSE,FALSE
139,"TPMT",0.154666666666667,0.611443557503555,"also changes expression","T_UT only",FALSE,"tested in H_HT, not switching",,0.154666666666667,,0.570097762758989,0.611443557503555,,,FALSE,TRUE,TRUE,FALSE,TRUE
140,"AGPAT3",0.154633333333333,0.175825346880234,"cryptic (DE would miss it)","T_UT only",FALSE,"also switches in H_HT",,0.154633333333333,0.2005,0.0929771552184526,0.175825346880234,,,FALSE,TRUE,TRUE,TRUE,TRUE
141,"HACD4",0.154633333333333,-0.571465706170665,"also changes expression","T_UT only",FALSE,"not testable in H_HT",,0.154633333333333,,-0.632559590451117,-0.571465706170665,,,FALSE,TRUE,TRUE,FALSE,FALSE
142,"AMIGO3",0.154533333333333,-0.179148545772422,"cryptic (DE would miss it)","T_HT only",FALSE,"tested in H_HT, not switching",0.154533333333333,,,-0.179148545772422,-0.190593485652239,23.6809916122071,1,TRUE,FALSE,TRUE,FALSE,TRUE
143,"DIRAS1",0.154166666666667,-1.12560359036856,"also changes expression","both annotations",TRUE,"not testable in H_HT",0.154166666666667,0.1556,,-1.12560359036856,-1.05857237830771,73.7185827284873,1,TRUE,TRUE,TRUE,FALSE,FALSE
144,"RAB7B",0.154033333333333,-0.257180158565172,"also changes expression","both annotations",TRUE,"tested in H_HT, not switching",0.154033333333333,0.1741,,-0.257180158565172,-0.214490401793381,624.66602370826,1,TRUE,TRUE,TRUE,FALSE,TRUE
145,"XRCC1",0.153733333333333,-0.693509366296192,"also changes expression","T_HT only",FALSE,"tested in H_HT, not switching",0.153733333333333,,,-0.693509366296192,-0.660577248674355,76.7311063181203,1,TRUE,FALSE,TRUE,FALSE,TRUE
146,"SLITRK4",0.153566666666667,1.79259845647181,"also changes expression","T_HT only",FALSE,"not testable in H_HT",0.153566666666667,,,1.79259845647181,1.90533229924905,30.0864213116824,1,TRUE,FALSE,TRUE,FALSE,FALSE
147,"TIMP2",0.153533333333333,-0.320813305810364,"also changes expression","T_UT only",FALSE,"tested in H_HT, not switching",,0.153533333333333,,-0.668465429313678,-0.320813305810364,,,FALSE,TRUE,TRUE,FALSE,TRUE
148,"GAR1",0.1533,0.727263590537438,"also changes expression","T_HT only",FALSE,"not testable in H_HT",0.1533,,,0.727263590537438,0.810876640605619,38.2445322049504,1,TRUE,FALSE,TRUE,FALSE,FALSE
149,"PBX2",0.153266666666667,-0.0742817424210938,"cryptic (DE would miss it)","T_HT only",FALSE,"tested in H_HT, not switching",0.153266666666667,,,-0.0742817424210938,0.000123423280232588,608.240454214305,1,TRUE,FALSE,TRUE,FALSE,TRUE
150,"ZGRF1",0.1528,-0.511665858522159,"also changes expression","T_UT only",FALSE,"not testable in H_HT",,0.1528,,,-0.511665858522159,,,FALSE,TRUE,TRUE,FALSE,FALSE
151,"SESN1",0.152266666666667,-2.04934217139131,"also changes expression","T_HT only",FALSE,"also switches in H_HT",0.152266666666667,,0.2499,-2.04934217139131,-1.93223160343674,47.6129400106157,1,TRUE,FALSE,TRUE,TRUE,TRUE
152,"RPUSD2",0.152266666666667,-0.206402745675931,"cryptic (DE would miss it)","T_UT only",FALSE,"not testable in H_HT",,0.152266666666667,,,-0.206402745675931,,,FALSE,TRUE,TRUE,FALSE,FALSE
153,"EHBP1",0.1514,-0.047160463414545,"cryptic (DE would miss it)","T_UT only",FALSE,"not testable in H_HT",,0.1514,,-0.104349269041695,-0.047160463414545,,,FALSE,TRUE,TRUE,FALSE,FALSE
154,"PIGV",0.151233333333333,-0.0050168378220007,"cryptic (DE would miss it)","T_HT only",FALSE,"tested in H_HT, not switching",0.151233333333333,,,-0.0050168378220007,0.0520858787891053,18.571492310972,1,TRUE,FALSE,TRUE,FALSE,TRUE
155,"CABIN1",0.151033333333333,-1.19824286760714,"also changes expression","T_HT only",FALSE,"tested in H_HT, not switching",0.151033333333333,,,-1.19824286760714,-1.15142786196489,23.6457894608075,1,TRUE,FALSE,TRUE,FALSE,TRUE
156,"GFOD2",0.150333333333333,0.0848630433251766,"cryptic (DE would miss it)","T_HT only",FALSE,"not testable in H_HT",0.150333333333333,,,0.0848630433251766,0.155139429748866,13.0341572115087,1,TRUE,FALSE,TRUE,FALSE,FALSE
157,"ARMCX3",0.150166666666667,-0.455152859806077,"also changes expression","T_HT only",FALSE,"not testable in H_HT",0.150166666666667,,,-0.455152859806077,-0.310042342571532,40.4066739313828,1,TRUE,FALSE,TRUE,FALSE,FALSE
