"gene_id","gene_name","n_isoforms","n_novel_isoforms","n_switching_isoforms","n_novel_switching_isoforms","n_known_switching_isoforms","novel_involved","has_novel_isoform","max_abs_dif_switching","max_abs_dif_novel_switching","min_isoform_switch_q","min_novel_switch_q","dataset_label"
"XLOC_028608","CAMKMT",7,2,1,1,0,TRUE,TRUE,0.290133333333333,0.290133333333333,0.0183387363415192,0.0183387363415192,"T_UT"
"XLOC_029250","MERTK",11,8,1,1,0,TRUE,TRUE,0.172866666666667,0.172866666666667,1.50409055316631e-05,1.50409055316631e-05,"T_UT"
"XLOC_029252","TMEM87B",5,2,1,1,0,TRUE,TRUE,0.123333333333333,0.123333333333333,0.00354012229855197,0.00354012229855197,"T_UT"
"XLOC_029319","PTPN4",10,2,1,0,1,FALSE,TRUE,0.2298,,0.0265708684846023,,"T_UT"
"XLOC_029507","TEX41",23,7,2,2,0,TRUE,TRUE,0.154066666666667,0.154066666666667,0.000103295236064152,0.000103295236064152,"T_UT"
"XLOC_029660","CYBRD1",4,1,1,0,1,FALSE,TRUE,0.201866666666667,,0.0377126759438956,,"T_UT"
"XLOC_029729","RBM45",11,6,1,1,0,TRUE,TRUE,0.1204,0.1204,9.92250083141642e-08,9.92250083141642e-08,"T_UT"
"XLOC_030215","AGAP1",8,1,1,0,1,FALSE,TRUE,0.2259,,6.27328011873124e-13,,"T_UT"
"XLOC_030243","ASB1",9,5,1,1,0,TRUE,TRUE,0.1235,0.1235,0.00495470430030583,0.00495470430030583,"T_UT"
"XLOC_030331","ENSG00000242282",1,0,1,0,1,FALSE,FALSE,0.1145,,5.07758077051243e-07,,"T_UT"
"XLOC_030331","ENSG00000286905",5,5,1,1,0,TRUE,TRUE,0.119533333333333,0.119533333333333,0.00179413562204685,0.00179413562204685,"T_UT"
"XLOC_030331","RNASEH1",5,4,0,0,0,FALSE,TRUE,,,,,"T_UT"
"XLOC_030459","HS1BP3",8,1,3,1,2,TRUE,TRUE,0.211666666666667,0.125766666666667,2.24715251368708e-05,0.00266907367254315,"T_UT"
"XLOC_030548","RBKS",8,4,2,0,2,FALSE,TRUE,0.4408,,8.63077645685015e-12,,"T_UT"
"XLOC_031146","MRPS5",7,3,1,1,0,TRUE,TRUE,0.121366666666667,0.121366666666667,0.00843827408187243,0.00843827408187243,"T_UT"
"XLOC_031146","ZNF514",4,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_031205","MGAT4A",6,3,3,2,1,TRUE,TRUE,0.171233333333333,0.165866666666667,7.16036002217278e-16,2.67834642086556e-05,"T_UT"
"XLOC_031305","RGPD6",10,1,1,0,1,FALSE,TRUE,0.1586,,0.0440074539513721,,"T_UT"
"XLOC_031341","RPL23AP7",12,10,1,1,0,TRUE,TRUE,0.105733333333333,0.105733333333333,0.0460936709963483,0.0460936709963483,"T_UT"
"XLOC_031415","LIMS2",8,0,1,0,1,FALSE,FALSE,0.216233333333333,,0.0217259821004758,,"T_UT"
"XLOC_031422","SAP130",8,5,1,1,0,TRUE,TRUE,0.186566666666667,0.186566666666667,0.00842241565329453,0.00842241565329453,"T_UT"
"XLOC_032056","MREG",3,1,2,0,2,FALSE,TRUE,0.146133333333333,,0.00355836793682385,,"T_UT"
"XLOC_032056","PECR",3,0,1,0,1,FALSE,FALSE,0.332966666666667,,1.78614178981197e-12,,"T_UT"
"XLOC_032370","ATRN",3,1,1,0,1,FALSE,TRUE,0.207866666666667,,0.00126975818903057,,"T_UT"
"XLOC_032481","RIN2",8,1,1,0,1,FALSE,TRUE,0.180766666666667,,0.030842577630876,,"T_UT"
"XLOC_032639","ACSS2",11,4,2,1,1,TRUE,TRUE,0.145833333333333,0.145833333333333,0.00106472957798689,0.0135739174448707,"T_UT"
"XLOC_033051","SIGLEC1",3,1,1,0,1,FALSE,TRUE,0.1351,,1.45182767284446e-05,,"T_UT"
"XLOC_033100","TMX4",5,3,1,1,0,TRUE,TRUE,0.105866666666667,0.105866666666667,0.00168860608028203,0.00168860608028203,"T_UT"
"XLOC_033318","BCL2L1",12,1,4,0,4,FALSE,TRUE,0.129333333333333,,1.31301008256335e-06,,"T_UT"
"XLOC_033438","ZHX3",10,1,1,0,1,FALSE,TRUE,0.1237,,4.16930894494288e-05,,"T_UT"
"XLOC_033473","TOMM34",7,7,2,2,0,TRUE,TRUE,0.144666666666667,0.144666666666667,0.00780956928227686,0.00780956928227686,"T_UT"
"XLOC_033704","ZBTB46",4,0,1,0,1,FALSE,FALSE,0.145633333333333,,0.0342591804385584,,"T_UT"
"XLOC_033712","RGS19",4,0,2,0,2,FALSE,FALSE,0.2572,,4.17973154265066e-09,,"T_UT"
"XLOC_033748","ENSG00000273590",3,0,1,0,1,FALSE,FALSE,0.307,,5.42333456904899e-05,,"T_UT"
"XLOC_033970","ENSG00000286153",7,6,1,1,0,TRUE,TRUE,0.316833333333333,0.316833333333333,0.0259736211704661,0.0259736211704661,"T_UT"
"XLOC_034300","MRPL39",7,6,2,2,0,TRUE,TRUE,0.2652,0.2652,0.0075214963354771,0.0075214963354771,"T_UT"
"XLOC_034635","ENSG00000288683",1,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_034635","PEX26",3,0,2,0,2,FALSE,FALSE,0.155066666666667,,0.00384416081787596,,"T_UT"
"XLOC_034635","TUBA8",4,0,2,0,2,FALSE,FALSE,0.1442,,0.0281781398916524,,"T_UT"
"XLOC_034636","USP18",13,13,5,5,0,TRUE,TRUE,0.165566666666667,0.165566666666667,4.58938756885197e-13,4.58938756885197e-13,"T_UT"
"XLOC_034887","CRYBB2P1",9,9,1,1,0,TRUE,TRUE,0.147966666666667,0.147966666666667,0.000123551276024344,0.000123551276024344,"T_UT"
"XLOC_034947","MTFP1",5,1,1,0,1,FALSE,TRUE,0.1682,,0.0497872035146437,,"T_UT"
"XLOC_034947","SEC14L2",7,2,1,0,1,FALSE,TRUE,0.122033333333333,,0.0130762271474659,,"T_UT"
"XLOC_034994","TIMP3",3,2,2,2,0,TRUE,TRUE,0.269066666666667,0.269066666666667,8.54474554849503e-40,8.54474554849503e-40,"T_UT"
"XLOC_035087","APOBEC3A",1,0,1,0,1,FALSE,FALSE,0.120433333333333,,4.69657541380675e-19,,"T_UT"
"XLOC_035087","APOBEC3B",7,5,0,0,0,FALSE,TRUE,,,,,"T_UT"
"XLOC_035475","LRP5L",5,0,1,0,1,FALSE,FALSE,0.1916,,0.00443193130448852,,"T_UT"
"XLOC_035638","MFNG",7,4,1,1,0,TRUE,TRUE,0.1388,0.1388,0.0198219635429081,0.0198219635429081,"T_UT"
"XLOC_035738","ARFGAP3",4,4,3,3,0,TRUE,TRUE,0.116466666666667,0.116466666666667,1.9488589418288e-14,1.9488589418288e-14,"T_UT"
"XLOC_035738","PACSIN2",5,3,3,2,1,TRUE,TRUE,0.151133333333333,0.118066666666667,1.0181544011686e-11,1.24515155599352e-11,"T_UT"
"XLOC_036184","CCRL2",9,7,1,0,1,FALSE,TRUE,0.144533333333333,,2.28139712763848e-06,,"T_UT"
"XLOC_036535","ST3GAL6",16,9,3,2,1,TRUE,TRUE,0.1495,0.1495,7.68225654939428e-05,7.68225654939428e-05,"T_UT"
"XLOC_036627","SLC35A5",9,6,1,1,0,TRUE,TRUE,0.1824,0.1824,0.00110881795412981,0.00110881795412981,"T_UT"
"XLOC_036709","CD86",8,5,3,2,1,TRUE,TRUE,0.435666666666667,0.300233333333333,2.56002638280214e-12,2.86590948215945e-12,"T_UT"
"XLOC_037599","TRANK1",5,1,2,1,1,TRUE,TRUE,0.147333333333333,0.147333333333333,1.34175915510827e-09,0.00474682162618101,"T_UT"
"XLOC_037736","PFKFB4",10,5,0,0,0,FALSE,TRUE,,,,,"T_UT"
"XLOC_037736","UCN2",1,0,1,0,1,FALSE,FALSE,0.1286,,4.59849992265362e-06,,"T_UT"
"XLOC_037864","HESX1",7,3,2,2,0,TRUE,TRUE,0.226833333333333,0.226833333333333,0.00985761008873253,0.00985761008873253,"T_UT"
"XLOC_038441","PLSCR1",14,11,5,5,0,TRUE,TRUE,0.1483,0.1483,3.88290061077938e-07,3.88290061077938e-07,"T_UT"
"XLOC_038788","XLOC_038788",8,8,1,1,0,TRUE,TRUE,0.1219,0.1219,0.0155364932672094,0.0155364932672094,"T_UT"
"XLOC_038969","ZBTB49",8,3,1,0,1,FALSE,TRUE,0.1946,,0.00291604550311364,,"T_UT"
"XLOC_038994","TBC1D14",5,1,1,0,1,FALSE,TRUE,0.116066666666667,,0.0226918197045692,,"T_UT"
"XLOC_039155","STIM2",9,2,1,1,0,TRUE,TRUE,0.1272,0.1272,0.0476923208524766,0.0476923208524766,"T_UT"
"XLOC_039304","DCUN1D4",14,6,2,2,0,TRUE,TRUE,0.1706,0.1706,0.00137399080983534,0.00137399080983534,"T_UT"
"XLOC_039346","CRACD",3,0,1,0,1,FALSE,FALSE,0.233766666666667,,0.00835674190162495,,"T_UT"
"XLOC_039462","DCK",4,3,1,1,0,TRUE,TRUE,0.1012,0.1012,0.0348851086821579,0.0348851086821579,"T_UT"
"XLOC_039462","MOB1B",3,0,1,0,1,FALSE,FALSE,0.1061,,0.000160154721270925,,"T_UT"
"XLOC_039716","GAR1",5,2,1,0,1,FALSE,TRUE,0.148,,0.00206093944169202,,"T_UT"
"XLOC_039900","ELMOD2",7,3,1,1,0,TRUE,TRUE,0.1997,0.1997,0.000310912602640802,0.000310912602640802,"T_UT"
"XLOC_041015","ENSG00000285330",2,2,1,1,0,TRUE,TRUE,0.289,0.289,0.0236927532316061,0.0236927532316061,"T_UT"
"XLOC_041015","PLA2G12A",3,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_041265","SH3D19",6,0,2,0,2,FALSE,FALSE,0.284833333333333,,0.00096572244725111,,"T_UT"
"XLOC_043254","TARS1-DT",3,0,2,0,2,FALSE,FALSE,0.153866666666667,,3.90005203417855e-06,,"T_UT"
"XLOC_043436","PLK2",5,2,1,0,1,FALSE,TRUE,0.130733333333333,,0.000108593428644165,,"T_UT"
"XLOC_043956","ENSG00000281938",11,11,1,1,0,TRUE,TRUE,0.175133333333333,0.175133333333333,0.0407507766759713,0.0407507766759713,"T_UT"
"XLOC_043956","MEIKIN",2,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_044051","DNAJC18",8,0,1,0,1,FALSE,FALSE,0.343833333333333,,0.0347083546201711,,"T_UT"
"XLOC_044051","ENSG00000279686",1,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_044240","EBF1",5,1,1,0,1,FALSE,TRUE,0.132133333333333,,0.0022391819176482,,"T_UT"
"XLOC_044425","GFPT2",4,2,2,1,1,TRUE,TRUE,0.279833333333333,0.179,5.84450475090343e-05,0.0223184129690166,"T_UT"
"XLOC_044515","FARS2",8,6,1,1,0,TRUE,TRUE,0.239666666666667,0.239666666666667,1.26451520714172e-05,1.26451520714172e-05,"T_UT"
"XLOC_044564","TMEM170B",2,1,2,1,1,TRUE,TRUE,0.208566666666667,0.208566666666667,0.00514281917354287,0.0223811407485247,"T_UT"
"XLOC_044695","H2BC5",2,1,1,1,0,TRUE,TRUE,0.146133333333333,0.146133333333333,0.0451076835732737,0.0451076835732737,"T_UT"
"XLOC_044771","ZSCAN9",8,7,1,1,0,TRUE,TRUE,0.361166666666667,0.361166666666667,0.00271792259447101,0.00271792259447101,"T_UT"
"XLOC_044835","HLA-L",7,0,1,0,1,FALSE,FALSE,0.424166666666667,,0.00354012229855197,,"T_UT"
"XLOC_045100","TMEM63B",5,1,2,0,2,FALSE,TRUE,0.2444,,2.63671632037402e-15,,"T_UT"
"XLOC_045156","ENSG00000216775",2,0,1,0,1,FALSE,FALSE,0.134233333333333,,0.000232596105861239,,"T_UT"
"XLOC_045156","TMEM14A",2,2,1,1,0,TRUE,TRUE,0.213633333333333,0.213633333333333,1.41600215498545e-07,1.41600215498545e-07,"T_UT"
"XLOC_045291","ENSG00000287811",4,1,0,0,0,FALSE,TRUE,,,,,"T_UT"
"XLOC_045291","SH3BGRL2",4,3,2,1,1,TRUE,TRUE,0.288633333333333,0.179433333333333,1.08013110527317e-06,1.08013110527317e-06,"T_UT"
"XLOC_045311","TPBG",3,0,2,0,2,FALSE,FALSE,0.1223,,2.22053916583073e-14,,"T_UT"
"XLOC_045594","NCOA7",9,4,6,1,5,TRUE,TRUE,0.6734,0.128533333333333,1.25356438037034e-254,3.5876149243081e-49,"T_UT"
"XLOC_045620","TMEM200A",3,1,1,1,0,TRUE,TRUE,0.158633333333333,0.158633333333333,0.0107408642814638,0.0107408642814638,"T_UT"
"XLOC_045851","SYNJ2",4,1,1,1,0,TRUE,TRUE,0.180266666666667,0.180266666666667,8.57394000475914e-05,8.57394000475914e-05,"T_UT"
"XLOC_046117","TPMT",6,5,1,1,0,TRUE,TRUE,0.154666666666667,0.154666666666667,1.37420687784195e-15,1.37420687784195e-15,"T_UT"
"XLOC_046375","GPSM3",4,1,2,1,1,TRUE,TRUE,0.147333333333333,0.147333333333333,2.04389755972963e-12,2.04389755972963e-12,"T_UT"
"XLOC_046375","PBX2",5,1,1,0,1,FALSE,TRUE,0.0164333333333333,,0.0110589587270066,,"T_UT"
"XLOC_046511","FOXP4-AS1",3,1,1,0,1,FALSE,TRUE,0.196333333333333,,0.00522884585530762,,"T_UT"
"XLOC_046784","LINC02542",7,1,1,0,1,FALSE,TRUE,0.220266666666667,,0.00366862753220843,,"T_UT"
"XLOC_046847","BACH2",8,0,1,0,1,FALSE,FALSE,0.119733333333333,,0.0315536049655297,,"T_UT"
"XLOC_046945","SESN1",8,5,3,1,2,TRUE,TRUE,0.1395,0.1395,4.15480830751356e-10,4.15480830751356e-10,"T_UT"
"XLOC_047270","CNKSR3",4,3,2,1,1,TRUE,TRUE,0.192033333333333,0.192033333333333,6.66573702736879e-18,6.66573702736879e-18,"T_UT"
"XLOC_047270","ENSG00000288520",2,1,1,1,0,TRUE,TRUE,0.1518,0.1518,4.29208100619778e-08,4.29208100619778e-08,"T_UT"
"XLOC_047270","IPCEF1",5,3,4,2,2,TRUE,TRUE,0.275,0.202766666666667,1.83275224490228e-29,9.98322523094199e-06,"T_UT"
"XLOC_047650","CREB5",8,0,1,0,1,FALSE,FALSE,0.181033333333333,,4.42653987360935e-05,,"T_UT"
"XLOC_047710","HERPUD2-AS1",4,3,1,0,1,FALSE,TRUE,0.1844,,0.0190931340090888,,"T_UT"
"XLOC_047745","RALA",5,3,1,1,0,TRUE,TRUE,0.133133333333333,0.133133333333333,0.0329041497947991,0.0329041497947991,"T_UT"
"XLOC_048013","TPST1",7,4,1,1,0,TRUE,TRUE,0.101166666666667,0.101166666666667,0.0329961123902529,0.0329961123902529,"T_UT"
"XLOC_048143","GNAI1",11,2,1,0,1,FALSE,TRUE,0.111633333333333,,0.00334583542344979,,"T_UT"
"XLOC_048531","MKLN1",12,9,2,2,0,TRUE,TRUE,0.132633333333333,0.132633333333333,0.00584877600785548,0.00584877600785548,"T_UT"
"XLOC_048833","PRKAG2-AS1",4,0,1,0,1,FALSE,FALSE,0.4897,,0.0238654692324716,,"T_UT"
"XLOC_048915","PRKAR1B",4,1,1,0,1,FALSE,TRUE,0.168833333333333,,0.0299373683787165,,"T_UT"
"XLOC_048934","SNX8",5,2,1,0,1,FALSE,TRUE,0.115633333333333,,0.0315091484655929,,"T_UT"
"XLOC_048950","RADIL",5,0,1,0,1,FALSE,FALSE,0.288133333333333,,0.000266868640882149,,"T_UT"
"XLOC_049028","MEOX2",2,1,1,0,1,FALSE,TRUE,0.1706,,0.0179590753998377,,"T_UT"
"XLOC_049092","GSDME",11,3,1,0,1,FALSE,TRUE,0.147966666666667,,1.14821467496317e-09,,"T_UT"
"XLOC_049153","XLOC_049153",3,3,1,1,0,TRUE,TRUE,0.2406,0.2406,0.00450619718426875,0.00450619718426875,"T_UT"
"XLOC_049509","CALN1",6,2,1,0,1,FALSE,TRUE,0.218366666666667,,0.0153176829302908,,"T_UT"
"XLOC_049531","BCL7B",7,3,2,0,2,FALSE,TRUE,0.168033333333333,,1.93047135577884e-07,,"T_UT"
"XLOC_049662","CDK6",2,0,2,0,2,FALSE,FALSE,0.181233333333333,,0.0292947571176595,,"T_UT"
"XLOC_049673","TFPI2",7,4,1,1,0,TRUE,TRUE,0.2711,0.2711,4.43055467765093e-09,4.43055467765093e-09,"T_UT"
"XLOC_049699","OR7E7P",3,2,1,1,0,TRUE,TRUE,0.292833333333333,0.292833333333333,0.0120880448709209,0.0120880448709209,"T_UT"
"XLOC_049811","ATXN7L1",9,3,1,1,0,TRUE,TRUE,0.120633333333333,0.120633333333333,0.00602828071582492,0.00602828071582492,"T_UT"
"XLOC_050046","ZC3HAV1",5,4,4,3,1,TRUE,TRUE,0.202066666666667,0.110433333333333,1.24822009558154e-13,1.24822009558154e-13,"T_UT"
"XLOC_050251","ARHGEF10",5,0,0,0,0,FALSE,FALSE,,,,,"T_UT"
"XLOC_050251","CLN8",9,1,2,0,2,FALSE,TRUE,0.1598,,5.19185806460791e-05,,"T_UT"
"XLOC_050251","ENSG00000283239",2,2,0,0,0,FALSE,TRUE,,,,,"T_UT"
"XLOC_050944","ZBTB10",9,5,1,1,0,TRUE,TRUE,0.113233333333333,0.113233333333333,0.0103806003112376,0.0103806003112376,"T_UT"
"XLOC_050989","CPNE3",5,1,1,0,1,FALSE,TRUE,0.130666666666667,,5.01090094299034e-19,,"T_UT"
"XLOC_051298","XLOC_051298",4,4,1,1,0,TRUE,TRUE,0.1579,0.1579,0.0315536049655297,0.0315536049655297,"T_UT"
"XLOC_051685","HR",7,0,1,0,1,FALSE,FALSE,0.280433333333333,,0.0211251990509736,,"T_UT"
"XLOC_051993","BPNT2",3,1,2,1,1,TRUE,TRUE,0.1708,0.1708,1.73665391804961e-18,0.0108704009636582,"T_UT"
"XLOC_052058","ENSG00000272010",3,2,1,0,1,FALSE,TRUE,0.3054,,0.021211537538708,,"T_UT"
"XLOC_053001","ENSG00000287838",4,3,1,1,0,TRUE,TRUE,0.272133333333333,0.272133333333333,0.0458723348281728,0.0458723348281728,"T_UT"
"XLOC_053140","ENSG00000234394",2,0,1,0,1,FALSE,FALSE,0.688766666666667,,9.28127852614633e-09,,"T_UT"
"XLOC_053140","PGM5",3,1,0,0,0,FALSE,TRUE,,,,,"T_UT"
"XLOC_053493","SNX30",3,0,2,0,2,FALSE,FALSE,0.2442,,2.0644311882522e-05,,"T_UT"
"XLOC_053604","ZNF79",4,1,1,0,1,FALSE,TRUE,0.145166666666667,,0.0192266867431366,,"T_UT"
"XLOC_053633","SPTAN1",15,10,1,1,0,TRUE,TRUE,0.1168,0.1168,0.0029767228266673,0.0029767228266673,"T_UT"
"XLOC_053892","ZDHHC21",3,1,1,0,1,FALSE,TRUE,0.162666666666667,,0.0235887425139848,,"T_UT"
"XLOC_053931","HACD4",5,4,1,1,0,TRUE,TRUE,0.154633333333333,0.154633333333333,0.00101197104141921,0.00101197104141921,"T_UT"
"XLOC_054002","DDX58",1,1,1,1,0,TRUE,TRUE,0.182833333333333,0.182833333333333,6.93434741530914e-17,6.93434741530914e-17,"T_UT"
"XLOC_054002","ENSG00000288684",7,7,1,1,0,TRUE,TRUE,0.0711333333333333,0.0711333333333333,0.00530793772534898,0.00530793772534898,"T_UT"
"XLOC_054002","TOPORS",2,1,2,1,1,TRUE,TRUE,0.2854,0.2854,1.03910573457335e-32,1.03910573457335e-32,"T_UT"
"XLOC_054645","AKNA",7,0,2,0,2,FALSE,FALSE,0.120266666666667,,1.09270434707927e-05,,"T_UT"
"XLOC_054683","STOM",4,2,1,1,0,TRUE,TRUE,0.123966666666667,0.123966666666667,8.19231379536425e-16,8.19231379536425e-16,"T_UT"
"XLOC_054896","FUT7",1,0,1,0,1,FALSE,FALSE,0.157266666666667,,7.26677217165528e-77,,"T_UT"
"XLOC_054896","NPDC1",3,0,1,0,1,FALSE,FALSE,0.135166666666667,,0.00324742229213381,,"T_UT"
"XLOC_055234","JADE3",2,0,1,0,1,FALSE,FALSE,0.172933333333333,,0.0360750676704684,,"T_UT"
"XLOC_056195","ANOS1",5,2,1,0,1,FALSE,TRUE,0.1274,,0.000635904744520582,,"T_UT"
"XLOC_056436","SLC9A7",6,4,1,1,0,TRUE,TRUE,0.156333333333333,0.156333333333333,0.00142949821495016,0.00142949821495016,"T_UT"
"XLOC_056546","FAM156A",11,1,1,0,1,FALSE,TRUE,0.104533333333333,,2.39605411770111e-06,,"T_UT"
"XLOC_056821","SYTL4",8,3,1,1,0,TRUE,TRUE,0.551133333333333,0.551133333333333,1.46774526288541e-09,1.46774526288541e-09,"T_UT"
"XLOC_057156","SLITRK4",3,0,2,0,2,FALSE,FALSE,0.1599,,0.000333571752608824,,"T_UT"
"XLOC_057326","LINC00278",12,3,1,0,1,FALSE,TRUE,0.241566666666667,,0.000512640779958261,,"T_UT"
"XLOC_000009","XLOC_000009",5,5,1,1,0,TRUE,TRUE,0.1478,0.1478,0.000291520874615372,0.000291520874615372,"U_UT"
"XLOC_000044","PLEKHN1",5,0,1,0,1,FALSE,FALSE,0.110633333333333,,0.0463109063001286,,"U_UT"
"XLOC_000487","RNU11",3,2,1,1,0,TRUE,TRUE,0.395266666666667,0.395266666666667,0.000853508550299683,0.000853508550299683,"U_UT"
"XLOC_000487","TAF12-DT",2,1,0,0,0,FALSE,TRUE,,,,,"U_UT"
"XLOC_001093","GBP1P1",7,5,1,1,0,TRUE,TRUE,0.1768,0.1768,0.0209434200042643,0.0209434200042643,"U_UT"
"XLOC_001497","ENSG00000286185",2,2,0,0,0,FALSE,TRUE,,,,,"U_UT"
"XLOC_001497","NBPF19",2,0,0,0,0,FALSE,FALSE,,,,,"U_UT"
"XLOC_001497","NOTCH2NLC",2,1,1,1,0,TRUE,TRUE,0.172033333333333,0.172033333333333,0.00394440764347633,0.00394440764347633,"U_UT"
"XLOC_002245","RASSF5",8,3,2,0,2,FALSE,TRUE,0.159566666666667,,1.11774481394504e-10,,"U_UT"
"XLOC_002721","ENSG00000230092",4,2,1,0,1,FALSE,TRUE,0.360066666666667,,8.85676458418919e-09,,"U_UT"
"XLOC_002721","LINC00115",2,1,0,0,0,FALSE,TRUE,,,,,"U_UT"
"XLOC_002795","CEP104",10,0,1,0,1,FALSE,FALSE,0.274566666666667,,0.0128149126426634,,"U_UT"
"XLOC_002833","TNFRSF9",9,7,3,2,1,TRUE,TRUE,0.2337,0.0349333333333333,2.37319292335412e-30,4.01273381258809e-10,"U_UT"
"XLOC_002833","UTS2",7,5,3,2,1,TRUE,TRUE,0.193033333333333,0.193033333333333,3.46637005620153e-22,3.46637005620153e-22,"U_UT"
"XLOC_003125","WASF2",3,2,1,1,0,TRUE,TRUE,0.120233333333333,0.120233333333333,0.021401944117729,0.021401944117729,"U_UT"
"XLOC_003349","KDM4A-AS1",10,3,1,0,1,FALSE,TRUE,0.160233333333333,,7.55157600654267e-06,,"U_UT"
"XLOC_003695","MCOLN2",17,14,1,1,0,TRUE,TRUE,0.105566666666667,0.105566666666667,9.17624772376985e-05,9.17624772376985e-05,"U_UT"
"XLOC_003728","GBP2",10,10,2,2,0,TRUE,TRUE,0.1134,0.1134,0.00102489857626895,0.00102489857626895,"U_UT"
"XLOC_003728","PTGES3P1",2,1,1,0,1,FALSE,TRUE,0.0907,,0.000765981171752436,,"U_UT"
"XLOC_003850","XLOC_003850",10,10,2,2,0,TRUE,TRUE,0.206733333333333,0.206733333333333,0.0313016796079672,0.0313016796079672,"U_UT"
"XLOC_003947","AP4B1",15,12,2,2,0,TRUE,TRUE,0.1159,0.1159,0.0229892457814974,0.0229892457814974,"U_UT"
"XLOC_004551","TNFSF4",5,4,3,2,1,TRUE,TRUE,0.343966666666667,0.343966666666667,5.7486059983822e-11,5.7486059983822e-11,"U_UT"
"XLOC_004646","NCF2",14,12,1,1,0,TRUE,TRUE,0.1132,0.1132,0.0430587351338358,0.0430587351338358,"U_UT"
"XLOC_005046","H2AW",2,1,2,1,1,TRUE,TRUE,0.120533333333333,0.1197,0.000238168287789761,0.00168228732760884,"U_UT"
"XLOC_005152","ERO1B",5,1,1,0,1,FALSE,TRUE,0.278433333333333,,1.0520330536767e-06,,"U_UT"
"XLOC_005330","NET1",3,0,2,0,2,FALSE,FALSE,0.1665,,0.0302548864782146,,"U_UT"
"XLOC_005858","ENSG00000279406",2,1,0,0,0,FALSE,TRUE,,,,,"U_UT"
"XLOC_005858","SLC29A3",7,4,1,1,0,TRUE,TRUE,0.2036,0.2036,0.00034838713450153,0.00034838713450153,"U_UT"
"XLOC_006137","OLMALINC",15,2,3,1,2,TRUE,TRUE,0.191,0.191,2.00115375660898e-05,2.00115375660898e-05,"U_UT"
"XLOC_006145","TWNK",7,2,1,0,1,FALSE,TRUE,0.1256,,0.000580566103924503,,"U_UT"
"XLOC_006149","TLX1",4,0,1,0,1,FALSE,FALSE,0.166933333333333,,2.15923464204543e-06,,"U_UT"
"XLOC_007337","ENSG00000260461",1,0,0,0,0,FALSE,FALSE,,,,,"U_UT"
"XLOC_007337","STN1",9,6,1,1,0,TRUE,TRUE,0.184633333333333,0.184633333333333,0.000165768245659979,0.000165768245659979,"U_UT"
"XLOC_007479","UROS",10,0,1,0,1,FALSE,FALSE,0.1368,,0.000345449923346024,,"U_UT"
"XLOC_008528","FOLR2",7,4,1,1,0,TRUE,TRUE,0.285033333333333,0.285033333333333,0.000173530444491266,0.000173530444491266,"U_UT"
"XLOC_008629","USP35",6,0,1,0,1,FALSE,FALSE,0.199366666666667,,0.000191363543156514,,"U_UT"
"XLOC_009033","VWA5A",9,5,1,1,0,TRUE,TRUE,0.1027,0.1027,0.000171130255773441,0.000171130255773441,"U_UT"
"XLOC_009382","SBF2",10,2,1,1,0,TRUE,TRUE,0.189266666666667,0.189266666666667,0.0174376471160519,0.0174376471160519,"U_UT"
"XLOC_010543","CCDC153",6,2,1,1,0,TRUE,TRUE,0.527466666666667,0.527466666666667,2.30254485771752e-05,2.30254485771752e-05,"U_UT"
"XLOC_010885","TMEM52B",4,3,1,1,0,TRUE,TRUE,0.3242,0.3242,0.00694414450801821,0.00694414450801821,"U_UT"
"XLOC_011077","ETFBKMT",8,3,1,1,0,TRUE,TRUE,0.203133333333333,0.203133333333333,0.0229169201779544,0.0229169201779544,"U_UT"
"XLOC_011393","IL23A",8,7,3,3,0,TRUE,TRUE,0.584466666666667,0.584466666666667,8.40519374477622e-17,8.40519374477622e-17,"U_UT"
"XLOC_011852","IFT81",9,7,2,2,0,TRUE,TRUE,0.157733333333333,0.157733333333333,0.041857681292763,0.041857681292763,"U_UT"
"XLOC_011856","FAM216A",5,3,1,1,0,TRUE,TRUE,0.1887,0.1887,6.04810516151594e-08,6.04810516151594e-08,"U_UT"
"XLOC_012026","SBNO1-AS1",4,0,1,0,1,FALSE,FALSE,0.374366666666667,,3.85469275028443e-05,,"U_UT"
"XLOC_012782","ENSG00000257337",12,0,1,0,1,FALSE,FALSE,0.1511,,0.0195341717956963,,"U_UT"
"XLOC_013451","LINC01089",9,3,1,0,1,FALSE,TRUE,0.142233333333333,,0.0135119648839613,,"U_UT"
"XLOC_013451","RHOF",5,1,1,0,1,FALSE,TRUE,0.266533333333333,,0.00103779895997685,,"U_UT"
"XLOC_013667","MIPEPP3",5,2,1,1,0,TRUE,TRUE,0.258133333333333,0.258133333333333,0.0111525154795866,0.0111525154795866,"U_UT"
"XLOC_014548","KBTBD7",4,3,1,1,0,TRUE,TRUE,0.1731,0.1731,3.72679269627921e-06,3.72679269627921e-06,"U_UT"
"XLOC_015074","ANG",1,0,0,0,0,FALSE,FALSE,,,,,"U_UT"
"XLOC_015074","ENSG00000259171",2,1,0,0,0,FALSE,TRUE,,,,,"U_UT"
